device_id,timestamp,screen_status,bright_level,bright_mode,screen_on_time,bluetooth,gps_status,gps_activity,saving_mode,nfc,flashlight,airplane_mode,fingerprint,orientation,battery_level,battery_health,battery_charging_status,battery_connection_status,battery_temperature,battery_current,battery_voltage,battery_power,network_mode,mobile_mode,mobile_status,mobile_roaming,mobile_rx,mobile_tx,wifi_status,wifi_intensity,wifi_speed,wifi_ap,wifi_rx,wifi_tx,network_operator,sim_operator,mcc,mnc,ring_mode,sound_level,playback_status,ram_usage,ram_free,rom_usage,rom_free,cpu_usage,cpu_temperature,up_time,sleep_time,frequency_core0,frequency_core1,frequency_core2,frequency_core3,frequency_core4,frequency_core5,frequency_core6,frequency_core7,foreground_app
263fc77c0785e525,12-07-2022 23:16:44.524,1,21,0,2,0,3,1,0,1,0,0,0,1,75,2,2,1,33.1,0.681152,4.163,2.835635776,1,0,0,0,0,0,1,-39,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.521052672E9,1898057728,74263900160,41655631872,94,37.0,2556363,882949,1497.6,1497.6,1497.6,1497.6,1497.6,1497.6,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:45.525,1,21,0,3,0,3,1,0,1,0,0,0,1,75,2,2,1,33.1,0.817871,4.171,3.411339941,1,0,0,0,0,0,1,-39,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.52135168E9,1898356736,74264027136,41655504896,84,37.0,2556364,882949,1497.6,1497.6,1497.6,1497.6,1497.6,1497.6,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:46.527,1,21,0,4,0,3,1,0,1,0,0,0,1,75,2,2,1,33.1,0.896912,4.171,3.741019952,1,0,0,0,0,0,1,-40,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.518660608E9,1895665664,74264027136,41655504896,52,37.0,2556365,882949,768.0,768.0,768.0,768.0,768.0,768.0,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:47.526,1,21,0,5,0,3,1,0,1,0,0,0,1,75,2,2,1,33.1,0.793152,4.171,3.308236992,1,0,0,0,0,0,1,-40,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.5204096E9,1897160704,74264027136,41655504896,34,37.0,2556366,882949,1708.8,1708.8,1708.8,1708.8,1708.8,1708.8,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:48.525,1,21,0,6,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.960083,4.187,4.019867521,1,0,0,0,0,0,1,-40,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.520946176E9,1898082304,74264027136,41655504896,29,37.0,2556367,882949,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1843.2,1843.2,375
263fc77c0785e525,12-07-2022 23:16:49.525,1,21,0,7,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.927429,4.18,3.87665322,1,0,0,0,0,0,1,-37,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.521548288E9,1898553344,74264027136,41655504896,27,37.0,2556368,882949,768.0,1804.8,1804.8,1804.8,1804.8,1804.8,2208.0,2208.0,375
263fc77c0785e525,12-07-2022 23:16:50.526,1,21,0,8,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.945435,4.18,3.9519183,1,0,0,0,0,0,1,-37,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.511037952E9,1888043008,74264027136,41655504896,69,37.0,2556369,882949,1497.6,1497.6,1497.6,1497.6,1497.6,1497.6,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:51.525,1,21,0,9,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.877686,4.18,3.66872748,1,0,0,0,0,0,1,-37,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.47312128E9,1850126336,74264027136,41655504896,100,37.0,2556370,882949,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:52.524,1,21,0,10,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.86792,4.18,3.6279056,1,0,0,0,0,0,1,-42,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.476508672E9,1853513728,74264027136,41655504896,84,37.0,2556371,882949,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:53.524,1,21,0,11,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.186462,4.145,0.77288499,1,0,0,0,0,0,1,-42,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.50386176E9,1880883200,74264064000,41655468032,100,37.0,2556372,882949,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:54.525,1,21,0,12,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.285034,4.145,1.18146593,1,0,0,0,0,0,1,-42,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.491377152E9,1868357632,74264064000,41655468032,100,37.0,2556373,882949,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:55.525,1,21,0,13,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.737915,4.145,3.058657675,1,0,0,0,0,0,1,-41,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.508211712E9,1885216768,74264072192,41655459840,87,37.0,2556374,882949,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1708.8,1555.2,375
263fc77c0785e525,12-07-2022 23:16:56.525,1,21,0,14,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.460815,4.145,1.910078175,1,0,0,0,0,0,1,-41,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.507798016E9,1884569600,74264121344,41655410688,83,37.0,2556375,882949,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2169.6,2169.6,375
263fc77c0785e525,12-07-2022 23:16:57.524,1,21,0,15,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.446472,4.145,1.85062644,1,0,0,0,0,0,1,-41,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.517161472E9,1894367232,74264121344,41655410688,100,37.0,2556376,882949,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,375
263fc77c0785e525,12-07-2022 23:16:58.525,1,21,0,16,0,3,1,0,1,0,0,0,1,75,2,2,1,33.2,0.411987,4.145,1.707686115,1,0,0,0,0,0,1,-43,433,0,433,433,Vivo,Vivo,724,11,0,0,0,3.5807232E9,1957728256,74264141824,41655390208,100,37.0,2556377,882949,1497.6,1497.6,1497.6,1497.6,1804.8,1804.8,2304.0,2304.0,375
